time,temperature_2m (°C),relative_humidity_2m (%),apparent_temperature (°C),precipitation (mm),rain (mm),snowfall (cm),weather_code (wmo code),cloud_cover (%),wind_speed_100m (km/h)
2017-01-01T00:00,5.5,96,2.3,0,0,0,2,68,25.8
2017-01-01T01:00,5.8,93,2.1,0,0,0,2,60,30.1
2017-01-01T02:00,5,94,1.4,0,0,0,3,100,29.8
2017-01-01T03:00,5.3,93,1.6,0,0,0,3,100,29.5
2017-01-01T04:00,5.7,91,1.9,0,0,0,3,100,30.3
2017-01-01T05:00,5.9,90,2,0,0,0,3,100,32.3
2017-01-01T06:00,6.3,89,2.6,0,0,0,3,100,29.9
2017-01-01T07:00,6.2,91,2.9,0,0,0,3,100,28.5
2017-01-01T08:00,6.7,92,3.6,0,0,0,3,100,27.3
2017-01-01T09:00,7.4,91,4.3,0.1,0.1,0,51,100,28.3
2017-01-01T10:00,7.7,91,4.7,0.1,0.1,0,51,100,27.8
2017-01-01T11:00,8,92,5.3,0.2,0.2,0,51,100,24.9
2017-01-01T12:00,7.6,94,5.7,0.2,0.2,0,51,100,17.8
2017-01-01T13:00,8,92,6,0.4,0.4,0,51,100,17.4
2017-01-01T14:00,7.9,90,5.6,1.7,1.7,0,61,100,20.2
2017-01-01T15:00,4.4,96,-0.9,2,2,0,61,100,40.5
2017-01-01T16:00,4.4,93,-0.4,0.9,0.9,0,53,100,35.5
2017-01-01T17:00,4.3,92,-0.1,0.7,0.7,0,53,100,32
2017-01-01T18:00,4.3,92,-0.3,0.7,0.7,0,53,100,33.6
2017-01-01T19:00,4.4,93,0,0.7,0.7,0,53,100,31.7
2017-01-01T20:00,4.6,90,-0.3,0.8,0.8,0,53,100,36.2
2017-01-01T21:00,4.6,90,0.4,0.7,0.7,0,53,100,30.4
2017-01-01T22:00,4.6,89,0.4,0.4,0.4,0,51,100,29.3
2017-01-01T23:00,4.3,91,0.1,0.2,0.2,0,51,68,29.8
2017-01-02T00:00,3.8,91,0,0.1,0.1,0,51,56,27.8
2017-01-02T01:00,3.5,90,-0.3,0,0,0,1,48,26.8
2017-01-02T02:00,2.7,91,-1.6,0,0,0,2,51,31.1
2017-01-02T03:00,2.2,91,-2.1,0,0,0,0,10,32
2017-01-02T04:00,2.1,90,-2.2,0,0,0,0,2,32.1
2017-01-02T05:00,2,90,-2,0,0,0,0,4,29.8
2017-01-02T06:00,1.4,91,-2.4,0,0,0,0,0,27.8
2017-01-02T07:00,1.1,90,-2.9,0,0,0,0,0,29.4
2017-01-02T08:00,0.8,89,-3.3,0,0,0,0,0,29.7
2017-01-02T09:00,1.1,86,-3,0,0,0,0,4,27.4
2017-01-02T10:00,2.2,85,-2.1,0,0,0,0,0,25.6
2017-01-02T11:00,3.3,80,-0.9,0,0,0,0,0,23.8
2017-01-02T12:00,3.9,81,-0.4,0,0,0,0,0,22.7
2017-01-02T13:00,4.3,79,0.3,0,0,0,0,0,19.1
2017-01-02T14:00,4.4,79,0.7,0,0,0,0,0,17
2017-01-02T15:00,3.6,85,0.5,0,0,0,0,0,17.7
2017-01-02T16:00,1.1,92,-2.2,0,0,0,0,0,19.2
2017-01-02T17:00,0.4,93,-3,0,0,0,0,0,20.4
2017-01-02T18:00,-0.8,93,-4.5,0,0,0,0,0,19.6
2017-01-02T19:00,-1.3,93,-5,0,0,0,0,0,20.6
2017-01-02T20:00,-2.2,93,-6.2,0,0,0,0,0,18.3
2017-01-02T21:00,-2.6,91,-6.6,0,0,0,0,0,16.6
2017-01-02T22:00,-2.8,92,-6.8,0,0,0,0,0,15.8
2017-01-02T23:00,-2.6,93,-6.3,0,0,0,0,0,16.3
2017-01-03T00:00,-2.5,94,-6.1,0,0,0,0,0,15.7
2017-01-03T01:00,-2.3,94,-6,0,0,0,0,4,17
2017-01-03T02:00,-2.1,94,-5.8,0,0,0,0,2,19.2
2017-01-03T03:00,-2.1,94,-5.9,0,0,0,0,0,18.7
2017-01-03T04:00,-1.9,94,-5.8,0,0,0,0,0,20.9
2017-01-03T05:00,-1.7,94,-5.8,0,0,0,0,9,23.6
2017-01-03T06:00,-1.3,93,-5.4,0,0,0,0,5,24.9
2017-01-03T07:00,-1.2,92,-5.2,0,0,0,1,24,24.5
2017-01-03T08:00,-0.6,91,-4.6,0,0,0,1,35,24.7
2017-01-03T09:00,0.5,90,-3.7,0,0,0,0,14,25.6
2017-01-03T10:00,2,88,-2.4,0,0,0,1,34,27
2017-01-03T11:00,3.1,86,-1.3,0,0,0,1,32,28.5
2017-01-03T12:00,3.7,84,-0.8,0,0,0,1,26,26.5
2017-01-03T13:00,4.6,80,0,0,0,0,1,28,27.2
2017-01-03T14:00,4.6,81,0,0,0,0,1,26,29.5
2017-01-03T15:00,3.8,84,-0.4,0,0,0,1,26,29.9
2017-01-03T16:00,2.4,89,-1.8,0,0,0,0,17,31.3
2017-01-03T17:00,1.7,91,-2.6,0,0,0,1,41,32.2
2017-01-03T18:00,1.6,92,-2.8,0,0,0,1,45,32.6
2017-01-03T19:00,1.6,92,-2.7,0,0,0,1,37,32
2017-01-03T20:00,1.9,92,-2.4,0,0,0,2,54,31.7
2017-01-03T21:00,1.8,92,-2.5,0,0,0,2,79,31.1
2017-01-03T22:00,2.3,92,-2.1,0,0,0,3,88,31.8
2017-01-03T23:00,2.6,90,-2,0,0,0,3,90,32.2
2017-01-04T00:00,3.6,87,-0.7,0,0,0,2,63,30.5
2017-01-04T01:00,3.5,88,-0.7,0,0,0,1,42,30.9
2017-01-04T02:00,3.5,89,-0.6,0,0,0,3,90,30.4
2017-01-04T03:00,4.5,86,0.3,0,0,0,3,87,30.2
2017-01-04T04:00,4.9,86,0.7,0,0,0,3,86,30.3
2017-01-04T05:00,5.2,85,0.9,0,0,0,3,88,32.2
2017-01-04T06:00,5.4,85,1,0,0,0,3,90,32.8
2017-01-04T07:00,5.6,85,1.3,0,0,0,3,90,32.1
2017-01-04T08:00,5.7,85,1.7,0,0,0,3,91,29.5
2017-01-04T09:00,6,85,2.3,0,0,0,3,90,26.8
2017-01-04T10:00,6.4,86,3.2,0,0,0,3,92,23.1
2017-01-04T11:00,7.4,85,4.2,0,0,0,2,80,24
2017-01-04T12:00,7.4,85,4.3,0,0,0,3,100,22.9
2017-01-04T13:00,7.4,77,3.8,0,0,0,2,70,20.4
2017-01-04T14:00,6.8,74,2.9,0,0,0,2,78,22.8
2017-01-04T15:00,6.1,72,2.2,0,0,0,1,35,23.8
2017-01-04T16:00,4.1,74,0.5,0,0,0,0,14,23.5
2017-01-04T17:00,2.8,74,-1.2,0,0,0,0,0,27.1
2017-01-04T18:00,2,76,-2,0,0,0,0,0,27.8
2017-01-04T19:00,1,79,-2.9,0,0,0,0,0,26.5
2017-01-04T20:00,0.5,81,-3.4,0,0,0,0,0,26.3
2017-01-04T21:00,0,83,-3.9,0,0,0,0,0,25.7
2017-01-04T22:00,-0.3,84,-4.3,0,0,0,0,0,26
2017-01-04T23:00,-0.4,84,-4.4,0,0,0,0,0,26.7
2017-01-05T00:00,-0.3,84,-4.1,0,0,0,0,0,25.4
2017-01-05T01:00,-0.4,84,-4.3,0,0,0,0,0,25.7
2017-01-05T02:00,-0.6,85,-4.5,0,0,0,0,0,25.6
2017-01-05T03:00,-0.9,86,-4.8,0,0,0,0,0,24.6
2017-01-05T04:00,-1.2,86,-5,0,0,0,0,0,23.9
2017-01-05T05:00,-1.9,88,-6,0,0,0,0,0,21.6
2017-01-05T06:00,-2.4,89,-6.8,0,0,0,0,0,19.4
2017-01-05T07:00,-2.8,90,-7.3,0,0,0,0,0,18.8
2017-01-05T08:00,-2.5,89,-6.7,0,0,0,0,0,17
2017-01-05T09:00,-1.4,91,-5.1,0,0,0,0,0,14.2
2017-01-05T10:00,0.8,83,-2.1,0,0,0,0,0,8.7
2017-01-05T11:00,2.1,79,-0.6,0,0,0,0,0,4.3
2017-01-05T12:00,3.5,76,0.8,0,0,0,0,0,4.5
2017-01-05T13:00,4.3,75,1.7,0,0,0,0,0,4
2017-01-05T14:00,4.6,75,2.1,0,0,0,0,0,3.9
2017-01-05T15:00,4.5,75,2,0,0,0,0,0,3.6
2017-01-05T16:00,3.9,78,1.5,0,0,0,0,0,1.9
2017-01-05T17:00,0.5,89,-2.8,0,0,0,0,0,6.4
2017-01-05T18:00,1.1,92,-1.9,0,0,0,0,0,5.5
2017-01-05T19:00,0.2,97,-2.7,0,0,0,0,9,4.7
2017-01-05T20:00,-2.2,100,-5.9,0,0,0,0,16,8.6
2017-01-05T21:00,-2.5,100,-6.3,0,0,0,1,48,11.3
2017-01-05T22:00,-1.3,99,-4.8,0,0,0,3,92,12.3
2017-01-05T23:00,-0.8,99,-3.8,0,0,0,3,100,9
2017-01-06T00:00,-2.3,98,-6,0,0,0,3,100,10.8
2017-01-06T01:00,-2.8,98,-6.7,0,0,0,3,100,14
2017-01-06T02:00,-1.7,98,-5.3,0,0,0,3,100,14.8
2017-01-06T03:00,-1.2,99,-4.7,0,0,0,3,100,14.4
2017-01-06T04:00,-0.8,99,-4.2,0,0,0,3,100,14.4
2017-01-06T05:00,-1.7,97,-5.7,0,0,0,1,41,17.2
2017-01-06T06:00,-0.2,95,-3.6,0,0,0,2,62,21.4
2017-01-06T07:00,0.5,96,-2.9,0,0,0,1,48,23.4
2017-01-06T08:00,1.2,93,-2.1,0,0,0,2,70,23.7
2017-01-06T09:00,1.8,93,-1.7,0,0,0,2,69,24.2
2017-01-06T10:00,3.2,90,-0.4,0,0,0,3,89,22.7
2017-01-06T11:00,4.4,85,0.9,0,0,0,3,100,20.7
2017-01-06T12:00,4.1,89,1.2,0,0,0,3,98,17.9
2017-01-06T13:00,4.5,87,1.5,0,0,0,3,88,18.2
2017-01-06T14:00,4.6,83,1.5,0,0,0,3,100,20.4
2017-01-06T15:00,4.3,83,0.9,0,0,0,3,100,24.6
2017-01-06T16:00,4,85,0.2,0,0,0,3,100,28.5
2017-01-06T17:00,3.8,86,-0.1,0.2,0.2,0,51,100,29.5
2017-01-06T18:00,3.7,89,-0.2,0.4,0.4,0,51,100,30.4
2017-01-06T19:00,3.7,90,-0.3,0.5,0.5,0,53,100,31.4
2017-01-06T20:00,3.8,91,-0.3,0.3,0.3,0,51,100,31.5
2017-01-06T21:00,4,91,-0.1,0.4,0.4,0,51,100,33
2017-01-06T22:00,4.4,92,0.4,0.6,0.6,0,53,100,31.9
2017-01-06T23:00,4.7,92,0.8,0.4,0.4,0,51,100,32.3
2017-01-07T00:00,5.5,94,1.4,0.1,0.1,0,51,100,35.3
2017-01-07T01:00,5.7,94,1.8,2.6,2.6,0,63,100,34
2017-01-07T02:00,5.9,96,2.5,0.5,0.5,0,53,100,30.8
2017-01-07T03:00,5.9,95,2.7,1,1,0,55,100,28
2017-01-07T04:00,5.7,97,2.8,0.1,0.1,0,51,100,25.1
2017-01-07T05:00,5.4,97,2.8,0,0,0,3,100,22.2
2017-01-07T06:00,5,98,2.5,0,0,0,3,100,20.2
2017-01-07T07:00,4.8,99,2.3,0.1,0.1,0,51,97,19.2
2017-01-07T08:00,4.7,99,2.4,0.1,0.1,0,51,93,17.1
2017-01-07T09:00,4.6,99,2.4,0,0,0,3,94,14.5
2017-01-07T10:00,5.4,99,3.2,0,0,0,3,90,14
2017-01-07T11:00,6.5,96,4.3,0,0,0,3,90,14.8
2017-01-07T12:00,7.7,98,5.7,0,0,0,3,90,16.6
2017-01-07T13:00,8.2,99,6.5,0,0,0,3,90,16.9
2017-01-07T14:00,8.5,98,7.2,0,0,0,3,90,14.3
2017-01-07T15:00,8.2,99,7,0,0,0,3,90,11.8
2017-01-07T16:00,7.3,100,5.5,0.2,0.2,0,51,91,13.2
2017-01-07T17:00,6.8,100,4.8,0.1,0.1,0,51,93,13.3
2017-01-07T18:00,6.5,100,4.5,0,0,0,3,80,15.5
2017-01-07T19:00,6,100,3.7,0,0,0,3,91,13.6
2017-01-07T20:00,6.7,99,4.9,0.1,0.1,0,51,91,13.6
2017-01-07T21:00,6.9,99,5.2,0.1,0.1,0,51,90,14.5
2017-01-07T22:00,7.1,98,5.3,0,0,0,2,80,16.1
2017-01-07T23:00,6.6,98,4.8,0,0,0,3,91,16
2017-01-08T00:00,6.6,98,4.6,0,0,0,3,86,17.3
2017-01-08T01:00,6.9,97,5,0,0,0,3,96,16.9
2017-01-08T02:00,6.9,97,5.2,0,0,0,3,100,15
2017-01-08T03:00,6.3,98,4.3,0.1,0.1,0,51,100,10.8
2017-01-08T04:00,6.3,98,4.7,0,0,0,3,100,8.8
2017-01-08T05:00,5.6,98,3.7,0,0,0,3,100,9.6
2017-01-08T06:00,5.1,99,3.1,0,0,0,3,100,9.2
2017-01-08T07:00,4.8,99,2.9,0,0,0,2,72,6.5
2017-01-08T08:00,4.5,99,2.6,0,0,0,3,87,6.2
2017-01-08T09:00,4.6,99,2.8,0,0,0,2,72,6.6
2017-01-08T10:00,5.5,97,3.9,0,0,0,2,72,6
2017-01-08T11:00,6.6,95,5.3,0,0,0,2,76,4.3
2017-01-08T12:00,8.1,94,6.9,0,0,0,3,100,5.2
2017-01-08T13:00,8.8,92,7.9,0,0,0,3,100,2.4
2017-01-08T14:00,9,92,8.1,0,0,0,3,100,2.8
2017-01-08T15:00,7.9,97,6.5,0,0,0,3,100,6.5
2017-01-08T16:00,7.6,97,5.9,0,0,0,3,100,9
2017-01-08T17:00,8.5,95,7.3,0.1,0.1,0,51,100,6.9
2017-01-08T18:00,8.2,96,7.1,0.1,0.1,0,51,100,6
2017-01-08T19:00,6.8,99,5,0.3,0.3,0,51,100,7.7
2017-01-08T20:00,6.9,99,5.3,0.5,0.5,0,53,100,12.2
2017-01-08T21:00,7,98,5.3,0.3,0.3,0,51,100,14.8
2017-01-08T22:00,6.9,100,5.3,0.1,0.1,0,51,100,14.5
2017-01-08T23:00,7.1,100,5.5,0,0,0,3,100,13.7
2017-01-09T00:00,8,99,6.3,0,0,0,3,100,16.5
2017-01-09T01:00,8,100,6.2,0,0,0,3,95,16.9
2017-01-09T02:00,7.9,99,5.9,0,0,0,3,91,18.5
2017-01-09T03:00,8,99,5.9,0,0,0,3,90,19.3
2017-01-09T04:00,7.7,99,5.5,0,0,0,3,90,20.8
2017-01-09T05:00,7.1,99,4.5,0,0,0,3,93,22.8
2017-01-09T06:00,7.2,95,4.3,0,0,0,3,100,25.5
2017-01-09T07:00,7.4,93,4.2,0,0,0,3,100,29
2017-01-09T08:00,7.2,95,3.8,0,0,0,3,93,31.8
2017-01-09T09:00,8.5,93,4.8,0,0,0,2,60,34.7
2017-01-09T10:00,9,91,4.9,0,0,0,3,100,37
2017-01-09T11:00,9.2,87,4.9,0,0,0,3,100,37.4
2017-01-09T12:00,9.2,86,5.1,0.3,0.3,0,51,90,36.9
2017-01-09T13:00,8.8,89,4.6,0.6,0.6,0,53,90,39
2017-01-09T14:00,8.9,90,4.6,0.6,0.6,0,53,100,41.1
2017-01-09T15:00,9.1,90,4.7,0.3,0.3,0,51,100,42.3
2017-01-09T16:00,9.5,89,4.9,0.3,0.3,0,51,100,43.5
2017-01-09T17:00,9.5,89,5.1,0.2,0.2,0,51,100,43.1
2017-01-09T18:00,9.3,90,5,0.2,0.2,0,51,100,41.2
2017-01-09T19:00,7.4,81,2.9,0,0,0,0,16,34.5
2017-01-09T20:00,4.9,85,1,0,0,0,0,1,29.6
2017-01-09T21:00,3.5,91,0.3,0,0,0,0,7,23.4
2017-01-09T22:00,3,92,-0.5,0,0,0,0,0,26.3
2017-01-09T23:00,2.9,92,-1,0,0,0,0,0,29.6
2017-01-10T00:00,3.3,91,-0.7,0,0,0,0,0,30.7
2017-01-10T01:00,3.1,92,-0.7,0,0,0,0,3,29.2
2017-01-10T02:00,3,91,-1,0,0,0,2,52,29.9
2017-01-10T03:00,3.6,90,-0.4,0,0,0,2,69,29.5
2017-01-10T04:00,4.1,87,0.2,0,0,0,1,38,26.8
2017-01-10T05:00,3.8,87,-0.4,0,0,0,1,44,30.6
2017-01-10T06:00,3.4,89,-0.6,0,0,0,1,26,29.5
2017-01-10T07:00,3.6,89,-0.3,0,0,0,1,22,29.3
2017-01-10T08:00,4,88,-0.1,0,0,0,2,75,32
2017-01-10T09:00,5.3,85,1,0.1,0.1,0,51,60,31.7
2017-01-10T10:00,6.3,83,2,0.1,0.1,0,51,39,30.2
2017-01-10T11:00,7.4,81,3.5,0,0,0,2,67,29
2017-01-10T12:00,8,81,4.6,0,0,0,1,33,22.3
2017-01-10T13:00,8.6,79,5,0,0,0,1,22,23.4
2017-01-10T14:00,8.7,79,5.2,0,0,0,1,41,22.4
2017-01-10T15:00,8.1,81,4.9,0,0,0,1,39,23.7
2017-01-10T16:00,6.9,85,4,0,0,0,1,29,23.1
2017-01-10T17:00,5.6,90,2.7,0,0,0,0,14,24.1
2017-01-10T18:00,5.2,91,2.1,0,0,0,3,96,26.1
2017-01-10T19:00,6,90,2.9,0,0,0,3,100,24.8
2017-01-10T20:00,6.6,89,3.6,0,0,0,3,100,24.4
2017-01-10T21:00,7.2,90,4.3,0,0,0,3,85,24.4
2017-01-10T22:00,7.1,93,4.5,0,0,0,0,18,22.9
2017-01-10T23:00,5.9,95,3.2,0,0,0,1,31,23.5
2017-01-11T00:00,5.9,96,2.9,0,0,0,0,20,27.9
2017-01-11T01:00,5.7,96,2.8,0,0,0,2,64,26.2
2017-01-11T02:00,6.2,95,2.8,0,0,0,3,100,30.4
2017-01-11T03:00,6.5,94,2.8,0,0,0,1,33,32.9
2017-01-11T04:00,6.3,92,2.5,0,0,0,1,26,35.4
2017-01-11T05:00,6.9,93,3,0,0,0,3,94,36.9
2017-01-11T06:00,8.8,93,4.8,0,0,0,2,70,41.5
2017-01-11T07:00,9.3,92,5.4,0,0,0,3,84,39.2
2017-01-11T08:00,9.7,88,6.2,0,0,0,3,80,34.2
2017-01-11T09:00,10,82,6.6,0,0,0,2,58,32
2017-01-11T10:00,9.8,76,5.8,0,0,0,2,52,32.6
2017-01-11T11:00,9.6,71,5,0,0,0,1,25,34.3
2017-01-11T12:00,10.4,71,6.1,0,0,0,0,6,32.4
2017-01-11T13:00,10.4,62,5.2,0,0,0,2,58,36.9
2017-01-11T14:00,9.7,63,4.4,0,0,0,2,61,39.4
2017-01-11T15:00,8.8,61,3.4,0,0,0,2,80,38.9
2017-01-11T16:00,8,58,2.6,0,0,0,2,67,37.1
2017-01-11T17:00,7.2,58,1.9,0,0,0,2,54,35.8
2017-01-11T18:00,6.5,59,1.1,0,0,0,2,59,35.7
2017-01-11T19:00,5.7,61,0.6,0,0,0,0,13,34.6
2017-01-11T20:00,4.8,65,0.1,0,0,0,0,12,32.4
2017-01-11T21:00,4.3,68,-0.3,0,0,0,1,27,31.4
2017-01-11T22:00,4.2,69,-0.3,0,0,0,1,49,31
2017-01-11T23:00,4.1,70,-0.4,0,0,0,1,31,30.8
2017-01-12T00:00,5,66,0.2,0,0,0,2,63,33.4
2017-01-12T01:00,5.3,65,0.2,0,0,0,3,82,34.3
2017-01-12T02:00,5.3,65,0.2,0,0,0,1,42,35
2017-01-12T03:00,5.2,67,0.3,0,0,0,2,59,33.9
2017-01-12T04:00,5.5,67,0.8,0,0,0,2,57,32.3
2017-01-12T05:00,5.1,71,0.4,0,0,0,2,59,33.2
2017-01-12T06:00,4.9,76,0.4,0,0,0,1,47,32.4
2017-01-12T07:00,4.6,80,0.4,0,0,0,3,84,30.3
2017-01-12T08:00,4.8,80,0.7,0,0,0,3,90,29.8
2017-01-12T09:00,5,80,0.9,0,0,0,2,72,28.4
2017-01-12T10:00,5.8,78,1.7,0,0,0,3,86,26.6
2017-01-12T11:00,6.1,79,2.2,0.2,0.2,0,51,100,24.7
2017-01-12T12:00,5.8,89,2.8,0.8,0.8,0,53,100,20.3
2017-01-12T13:00,6,91,3.4,0.9,0.9,0,53,100,16.6
2017-01-12T14:00,5.9,89,3.2,1.2,1.2,0,55,100,15.2
2017-01-12T15:00,5.2,91,2.8,1.9,1.9,0,61,100,9.9
2017-01-12T16:00,4.3,96,2.2,2.3,2.3,0,61,100,5.8
2017-01-12T17:00,2.3,100,-2.2,4.2,2.4,1.26,75,100,27.5
2017-01-12T18:00,2,98,-3.8,4,1.1,2.03,75,100,36.4
2017-01-12T19:00,1.7,99,-5.2,1.7,0.8,0.63,73,100,51.9
2017-01-12T20:00,1.9,90,-4.4,0.5,0.4,0.07,71,91,46.2
2017-01-12T21:00,1.7,89,-4.3,0.1,0.1,0,51,94,43.9
2017-01-12T22:00,1.6,83,-4.7,0,0,0,3,89,44.4
2017-01-12T23:00,1.1,82,-4.9,0,0,0,2,73,41.1
2017-01-13T00:00,0.7,82,-4.8,0,0,0,0,6,36.3
2017-01-13T01:00,0.2,82,-5.2,0,0,0,0,4,35
2017-01-13T02:00,-0.2,83,-5.3,0,0,0,2,69,33.3
2017-01-13T03:00,-0.4,84,-5.5,0,0,0,3,89,32.8
2017-01-13T04:00,0.1,82,-5.2,0.2,0,0.14,71,76,33
2017-01-13T05:00,0.3,84,-5,0,0,0,1,26,33.8
2017-01-13T06:00,0.4,82,-5,0,0,0,0,2,36.9
2017-01-13T07:00,0.8,77,-4.9,0,0,0,1,28,38.8
2017-01-13T08:00,0.9,72,-5.5,0,0,0,0,0,43.8
2017-01-13T09:00,1.4,71,-4.9,0,0,0,1,45,42
2017-01-13T10:00,2.4,68,-4.7,0,0,0,3,100,47.3
2017-01-13T11:00,2.4,74,-4.4,0.4,0.2,0.14,71,86,47.7
2017-01-13T12:00,3.6,76,-3.4,0.5,0.4,0.07,71,82,51.8
2017-01-13T13:00,5.2,72,-1.7,0,0,0,0,12,50.8
2017-01-13T14:00,5.4,70,-1.4,0,0,0,0,16,49.7
2017-01-13T15:00,4.8,72,-1.3,0,0,0,1,31,43.3
2017-01-13T16:00,3.8,75,-1.4,0,0,0,1,21,36.4
2017-01-13T17:00,3.2,76,-1.9,0,0,0,1,25,35.6
2017-01-13T18:00,2.7,77,-2.7,0,0,0,1,28,38
2017-01-13T19:00,2.3,79,-3.1,0,0,0,0,18,38.3
2017-01-13T20:00,1.8,80,-3.6,0,0,0,0,9,37.2
2017-01-13T21:00,1.2,78,-4,0,0,0,0,12,35.8
2017-01-13T22:00,0.8,77,-4.4,0,0,0,0,16,33.9
2017-01-13T23:00,0.3,76,-4.6,0,0,0,0,11,32.1
2017-01-14T00:00,0.5,73,-4.6,0,0,0,0,0,33.1
2017-01-14T01:00,0.3,75,-4.7,0,0,0,0,0,32.9
2017-01-14T02:00,-0.1,83,-4.9,0,0,0,0,0,31.2
2017-01-14T03:00,-0.3,85,-4.9,0,0,0,0,0,30
2017-01-14T04:00,-0.7,85,-5.1,0,0,0,0,0,28.1
2017-01-14T05:00,-1.1,85,-5.5,0,0,0,0,12,27.7
2017-01-14T06:00,-0.9,88,-5.4,0,0,0,1,34,29.2
2017-01-14T07:00,0.3,86,-4.6,0.9,0,0.63,73,12,33.7
2017-01-14T08:00,1.3,84,-3.7,0,0,0,0,7,35.8
2017-01-14T09:00,2.4,82,-2.6,0,0,0,0,2,34
2017-01-14T10:00,4,78,-0.9,0,0,0,0,20,33.1
2017-01-14T11:00,4.9,75,0.2,0,0,0,2,56,27.5
2017-01-14T12:00,5.3,77,0.8,0,0,0,2,61,24.6
2017-01-14T13:00,4.4,83,-0.3,0.4,0.4,0,51,70,27.1
2017-01-14T14:00,3.5,89,-0.6,0.7,0.7,0,53,57,23.9
2017-01-14T15:00,3.8,88,-0.1,0,0,0,2,50,21.1
2017-01-14T16:00,2.8,91,-0.8,0,0,0,2,56,23.6
2017-01-14T17:00,2,91,-1.6,0,0,0,0,16,25.4
2017-01-14T18:00,1.4,91,-2.2,0,0,0,0,6,25.8
2017-01-14T19:00,1.4,91,-2.2,0,0,0,0,4,26
2017-01-14T20:00,0.8,92,-2.6,0,0,0,0,4,23.4
2017-01-14T21:00,0.3,92,-3.2,0,0,0,0,2,23.5
2017-01-14T22:00,-0.1,92,-3.7,0,0,0,0,10,23.7
2017-01-14T23:00,-0.7,94,-4.3,0,0,0,0,7,22.7
2017-01-15T00:00,0.6,93,-2.7,0,0,0,1,41,20.1
2017-01-15T01:00,0.2,94,-3.1,0,0,0,2,72,20
2017-01-15T02:00,0.1,96,-3.1,0,0,0,3,83,18.6
2017-01-15T03:00,1.6,95,-1.4,0,0,0,3,91,17.7
2017-01-15T04:00,2,95,-0.9,0.2,0.2,0,51,100,16.6
2017-01-15T05:00,2.3,95,-0.4,0.3,0.3,0,51,100,13.8
2017-01-15T06:00,2.6,95,-0.2,0.3,0.3,0,51,100,13.8
2017-01-15T07:00,3.1,95,0.2,0.4,0.4,0,51,100,17.2
2017-01-15T08:00,3.7,95,0.5,0.4,0.4,0,51,100,21.6
2017-01-15T09:00,4.3,94,1.4,0.7,0.7,0,53,100,20.4
2017-01-15T10:00,4.8,94,1.9,1.1,1.1,0,55,100,19.6
2017-01-15T11:00,5.1,94,1.9,1.5,1.5,0,61,100,23.7
2017-01-15T12:00,6.2,94,2.7,0.8,0.8,0,53,100,28.8
2017-01-15T13:00,7.1,92,3.3,0.4,0.4,0,51,100,33.5
2017-01-15T14:00,7.4,92,3.6,0.2,0.2,0,51,100,33.4
2017-01-15T15:00,7.7,93,4.3,0.4,0.4,0,51,100,30.3
2017-01-15T16:00,7.9,93,4.9,0.4,0.4,0,51,100,28.3
2017-01-15T17:00,7.9,94,4.9,0.8,0.8,0,53,100,28.3
2017-01-15T18:00,8.1,93,5.1,0.1,0.1,0,51,100,28.1
2017-01-15T19:00,7.9,94,4.9,0.1,0.1,0,51,100,28.2
2017-01-15T20:00,8,94,5.2,0,0,0,3,100,26
2017-01-15T21:00,7.8,95,5.4,0,0,0,3,100,21.6
2017-01-15T22:00,7,97,4.5,0,0,0,3,93,20.1
2017-01-15T23:00,5.7,96,3.1,0,0,0,3,100,16.4
2017-01-16T00:00,5.8,99,3.8,0,0,0,3,100,9.6
2017-01-16T01:00,5.9,100,4.1,0,0,0,3,100,11.4
2017-01-16T02:00,5.7,99,3.6,0,0,0,3,100,14.6
2017-01-16T03:00,4.9,98,2.7,0,0,0,3,97,14.5
2017-01-16T04:00,4.9,96,2.6,0,0,0,3,100,12.7
2017-01-16T05:00,4.8,94,2.5,0,0,0,3,100,12.2
2017-01-16T06:00,4.1,96,1.9,0.1,0.1,0,51,100,8.2
2017-01-16T07:00,4,97,1.9,0.2,0.2,0,51,92,6.7
2017-01-16T08:00,4,97,1.9,0.3,0.3,0,51,82,6.6
2017-01-16T09:00,4,95,1.9,0.4,0.4,0,51,86,8.4
2017-01-16T10:00,4.4,92,2,0.3,0.3,0,51,59,9.7
2017-01-16T11:00,4.9,87,2.6,0.2,0.2,0,51,75,5.7
2017-01-16T12:00,3.9,89,1.2,0.2,0.2,0,51,58,9.2
2017-01-16T13:00,3.9,90,1.4,0.3,0.3,0,51,73,7.6
2017-01-16T14:00,3.9,90,1.2,0.3,0.3,0,51,100,9.6
2017-01-16T15:00,3.9,91,1.4,0.1,0.1,0,51,100,8.9
2017-01-16T16:00,3.9,91,1.6,0,0,0,3,100,7
2017-01-16T17:00,3.5,93,1.1,0,0,0,3,100,9.8
2017-01-16T18:00,3.6,93,1.1,0,0,0,3,100,11.4
2017-01-16T19:00,3.2,95,1,0,0,0,3,100,9.3
2017-01-16T20:00,2,97,-0.7,0,0,0,2,67,8.7
2017-01-16T21:00,1.2,99,-1.8,0,0,0,2,55,9.7
2017-01-16T22:00,0.5,100,-2.7,0,0,0,3,90,11.5
2017-01-16T23:00,-0.5,100,-4,0,0,0,3,92,12.6
2017-01-17T00:00,2.4,97,0,0,0,0,2,57,10.6
2017-01-17T01:00,2.3,96,-0.4,0,0,0,2,60,10.2
2017-01-17T02:00,2.2,95,-0.7,0,0,0,2,60,10.9
